130,46069
59,32529
184,36583
912,40108
628,5668
349,35035
1047,40623
929,1239
1056,43378
534,38003
381,33929
1057,34679
44,47672
1063,50729
1031,21722
886,21872
1192,5164
197,53242
932,6177
780,37453
926,23092
1224,48285
913,5898
397,26038
271,53630
509,20383
979,9448
221,37010
645,1233
556,34430
750,50287
955,44791
701,20422
86,41803
631,31153
32,3964
1218,20015
537,55467
155,1432
889,33375
1147,8145
536,21863
1104,7836
138,29762
881,54715
744,27178
923,8437
27,13476
354,4376
1016,48127
272,50957
1154,24543
753,4941
777,43332
772,49793
453,44458
576,982
954,19022
1064,49967
1217,6837
542,51205
290,41810
1163,34895
557,54322
42,23600
592,6935
867,26263
871,47670
433,3481
339,17495
92,20565
1213,1885
226,4005
714,50642
145,8894
195,54314
808,29742
103,30512
126,27140
122,49656
341,16607
788,50028
1019,32935
771,37277
613,22613
648,50567
630,25688
515,53025
736,20825
1209,27201
404,49304
108,52981
81,52603
806,54278
507,11445
335,36221
819,47316
102,45479
949,24139
1091,45018
485,18723
969,31622
128,24363
311,5978
894,42450
583,7047
832,40100
672,6633
1210,18844
291,13613
1145,5850
39,51110
1023,37929
587,3154
1202,50852
902,36655
1162,31253
784,10184
831,37132
639,40733
717,6465
444,22387
862,24623
740,398
70,34893
1073,26304
754,51759
883,45326
499,1211
247,29113
683,52203
394,14149
594,8708
659,17809
333,16072
921,11749
322,4428
789,46647
191,16574
1211,5496
1012,45302
26,30179
106,25714
973,38927
1096,24170
352,48343
664,39156
774,21021
1070,37124
140,20218
319,12513
801,16709
119,55480
657,26113
680,46065
275,28376
856,31548
160,28953
527,42995
1059,8054
488,42739
1183,11518
242,3480
263,6085
709,50571
878,14514
127,41187
524,17637
238,9718
369,28182
207,1841
18,26249
446,53002
1,33310
239,25352
171,41846
910,44690
552,51549
940,38695
438,34923
162,13324
776,28570
1222,51093
757,30810
491,15546
361,13757
396,42925
970,23461
581,37735
173,44498
432,48175
94,28415
1062,9206
1185,36739
110,10970
638,3969
471,29378
1109,55394
621,9137
211,29421
885,28496
1004,41363
629,1980
297,7858
101,47260
1140,23710
742,43850
846,18156
602,33037
1167,16467
1052,3758
595,45942
548,10964
977,23858
540,55285
580,28690
643,22383
1088,8730
681,53605
874,52110
324,19724
64,28347
1067,28024
738,13012
24,39433
1106,39468
990,8682
109,14192
514,15735
800,9321
40,14783
506,42718
920,20594
870,18788
214,33564
118,21643
298,22217
511,44620
820,22213
129,17263
539,49733
1159,8351
407,36594
452,6552
285,18831
111,4598
62,23553
941,26234
1122,37543
80,51513
971,3962
267,40778
622,52955
1126,43471
199,22218
569,44058
496,36312
383,35202
393,12462
1124,54881
988,24005
15,24241
1045,26882
107,49485
429,10305
612,54140
696,19820
734,49944
343,26793
312,23380
57,28715
864,11503
947,25630
528,20973
782,51047
1006,7515
1085,12581
464,16710
463,10102
1180,6702
809,33901
1001,31413
1035,328
487,276
440,17916
301,14202
566,9107
1146,24570
675,7745
797,35209
283,28464
342,19117
274,15216
55,35618
1029,6869
1190,42942
415,55958
824,32580
869,55772
957,3222
673,42893
477,18578
370,36595
646,28045
58,9877
1049,51082
616,43375
1165,3114
1079,21187
413,38865
942,20243
798,34543
409,2702
1066,6352
328,45265
37,16424
1107,56036
317,28268
654,5835
1110,44338
240,39990
1011,2148
712,38018
961,54807
686,7118
935,16168
999,48648
459,17853
836,5553
934,23324
456,49958
918,22286
421,14209
936,29870
891,32049
23,32596
306,38882
860,16294
1090,55033
217,13007
549,31014
642,55431
148,15094
778,5813
1138,49454
220,37993
63,35371
690,28235
8,19979
781,48283
336,32764
992,24189
474,45272
662,51648
764,5881
930,2122
90,5930
893,4655
7,24295
33,23551
1026,18634
2,10073
310,31156
388,20480
634,36219
1010,10966
551,18963
703,31640
492,20520
944,54247
651,16109
1131,34958
1118,18918
962,25647
600,40749
829,1946
928,53065
517,16471
1144,41248
1194,33955
859,25375
637,52177
468,50915
1186,2431
243,48034
1132,31406
505,14671
725,13687
760,34760
146,19508
1084,49788
984,23523
401,19340
99,13560
803,26600
402,50317
1053,5019
525,35935
279,456
606,38258
1069,47427
260,23185
431,2710
526,45934
882,16306
924,10181
1080,28778
186,26348
208,42202
461,1877
521,14631
1034,16697
209,7448
547,31582
705,24970
1074,13772
987,35538
187,293
1197,28507
623,8785
571,7814
281,5267
794,32248
376,49447
457,41091
246,17209
1027,49294
473,36868
123,49609
937,43279
978,29375
316,54057
183,33769
698,54456
833,44225
215,41892
175,31872
54,3546
367,17211
512,43787
400,21556
124,17604
1188,34403
139,44169
168,40781
340,26554
555,4711
684,30436
904,28370
565,50224
205,19990
133,27914
441,45687
838,8249
261,40181
877,31855
280,34061
839,12981
177,22352
360,48650
9,40881
1008,26369
793,51339
607,40081
1046,51441
366,19490
87,56021
721,49631
136,43007
656,11574
1168,12645
61,17367
293,18455
960,4011
161,46324
799,18486
967,29510
302,25750
72,46470
786,6231
596,20404
489,14565
36,34476
262,20924
591,35299
1098,45185
1058,43742
375,37026
667,49278
379,27075
334,23943
608,34989
219,9467
67,13158
5,26660
826,32201
85,45632
359,51664
1030,41033
980,26245
603,15129
1103,9922
1176,50855
611,41331
460,17397
1161,15430
318,53957
423,368
719,14134
252,31321
1134,6488
807,35739
679,40518
412,43272
378,54278
91,8415
1007,20559
454,37952
1018,49078
14,31005
45,6342
264,55895
550,38747
689,38885
248,34461
418,22455
674,42697
447,792
671,5149
104,807
678,19468
518,23708
28,9241
331,35863
787,25324
538,42526
593,6130
1102,21595
1040,52544
176,20297
951,7333
408,37623
395,27781
914,18291
112,27887
732,43574
436,4150
330,16582
652,32576
963,42410
1137,48207
896,18055
619,34087
532,31646
29,25481
1013,31968
296,32067
508,46637
968,43515
284,8947
911,10536
995,54360
1151,14510
752,34112
35,4792
346,46357
1171,51177
1076,36833
47,53203
1196,31009
895,28974
692,42646
501,43135
1125,44716
410,10663
1028,42739
1201,29861
830,29661
202,32433
567,9135
863,10444
773,19223
707,20145
300,17476
241,30898
1158,13950
837,28668
503,10481
927,28601
767,6395
1095,43884
1219,16813
200,36094
174,23810
1078,18323
53,10950
132,8646
761,6000
899,54742
852,23774
531,40896
422,33199
414,55040
887,48110
350,34530
845,55190
20,27570
694,15742
598,42801
1071,16068
323,9076
259,8138
269,4425
1169,3050
490,13390
182,14551
185,7882
1155,27400
857,26484
1113,18467
500,2628
117,32475
56,21005
223,23760
582,25459
1149,25849
1021,18606
762,33176
1133,7709
892,52460
1014,31425
478,52389
1086,35291
844,13685
669,52626
233,33507
520,49826
898,19674
230,10054
989,27440
204,28966
282,18083
389,9268
179,3413
1187,52814
842,31150
817,13832
462,36809
770,12714
391,17900
804,37305
266,18068
113,36293
380,11087
535,6610
769,48447
467,9589
181,19178
972,2469
1129,41211
1135,14340
1033,27823
903,54913
905,8414
427,11156
516,41593
273,13154
533,55834
851,3262
19,36025
476,34106
1184,16530
815,9831
332,45915
1039,13935
554,52422
1175,48154
1094,32343
641,26932
865,38326
326,41844
1139,9268
948,9137
338,45055
69,34208
909,1561
153,3309
775,47984
154,49636
1075,12482
16,31339
715,37421
827,15843
590,14800
573,3026
1214,53012
855,46308
823,55383
766,47559
466,27609
1123,42225
1207,54649
828,34833
693,9604
906,18303
1166,38229
1061,2229
1055,8562
225,26364
1116,5619
4,48014
387,7494
75,9131
236,1039
661,41806
31,48351
472,9842
848,29440
1177,36342
504,40536
624,25933
1150,52442
746,15329
513,17116
1170,16744
584,7777
212,7677
1204,35142
25,8241
561,9719
96,873
743,6528
308,14988
1141,39919
481,6112
713,16358
249,36716
959,26613
137,22163
17,29036
419,1089
351,20078
956,45988
1160,45948
1121,18601
728,27239
879,31027
265,22288
574,22590
939,25295
733,8455
1097,41635
952,34284
255,53705
1223,14814
655,21194
235,6281
636,7165
755,27869
180,46409
796,45545
10,34649
105,45273
1017,29447
1111,8088
1119,24384
756,55566
931,35357
553,21823
12,11314
779,24862
76,54096
270,50339
253,18131
232,10356
530,9399
847,37992
329,3165
908,34869
825,20747
1127,31270
816,12027
114,4362
390,54419
303,25654
50,44779
234,25432
210,8380
1221,53433
82,11442
382,30480
1203,55221
861,21811
850,26989
77,25124
1044,4242
925,29190
97,4327
443,54866
358,16248
134,9172
368,28619
821,34992
164,26581
60,11736
190,14093
632,16185
922,34950
1081,45676
1041,14134
814,7794
747,18490
287,22133
313,21017
790,14631
439,53300
697,53167
231,15743
601,10847
79,25844
295,43191
510,9500
1181,50826
156,18892
151,45813
966,18257
416,29707
451,47700
585,23987
348,54353
74,35001
364,35224
523,47750
976,54901
605,10740
1216,32901
783,19144
1077,34036
224,47259
495,15555
1099,55668
289,55358
876,3321
763,9265
670,29202
144,36188
577,11014
730,47235
625,8761
768,5139
143,47330
835,40840
1092,52423
1164,38350
945,1579
1020,32635
711,4590
1068,36822
84,10982
720,3678
718,18873
559,17510
1050,22847
610,23673
1005,37267
901,11664
188,14309
919,15226
1042,4504
933,29615
286,13941
1032,272
544,25351
841,8389
237,26667
167,41754
1148,13637
633,38546
950,9144
579,47353
1003,30542
256,49955
6,6163
805,10295
131,43718
166,14611
22,53239
442,15514
649,22195
873,1908
1142,42938
194,35678
216,1065
1089,50329
93,1818
428,40855
479,5929
735,3003
307,29699
1054,19887
1101,21315
1172,7497
502,14028
321,35541
149,38619
345,30829
609,1141
38,16539
529,32751
384,34815
974,43089
1153,35589
708,34259
